P_bara,GERG_rho,GERG_w,GERG_Z,GERG_kappa,DETAIL_rho,DETAIL_w,DETAIL_Z,DETAIL_kappa,REFPROP_rho,REFPROP_w,REFPROP_Z,REFPROP_kappa,GERG_rho_rel_dev,DETAIL_rho_rel_dev,GERG_w_rel_dev,DETAIL_w_rel_dev,GERG_Z_rel_dev,DETAIL_Z_rel_dev,GERG_kappa_rel_dev,DETAIL_kappa_rel_dev
10.0,7.613880137806823,397.4024140133413,0.9828720821425745,1.202450029667097,7.614632271821895,397.39170394009295,0.9827998468452863,1.2025039951394645,7.614328941460404,397.4239080271382,0.9828225323404336,1.2026509918911203,-0.005894198386120488,0.003983678191772399,-0.00540833436610249,-0.008103208285867235,0.0050415818228033964,-0.0023081985201597838,-0.01670993707886289,-0.012222727345421512
20.0,15.493424536757717,394.0599624302031,0.966018869033874,1.2029346887619434,15.495069784835518,394.0641204937523,0.965940719783493,1.20308781771385,15.49529561188517,394.08137209743904,0.9659104595047745,1.2032106946772445,-0.012075117340896958,-0.0014573910386002907,-0.005432803667427273,-0.004377675502635427,0.011223558874711832,0.003132824416671806,-0.022939117522980296,-0.010212422806587998
30.0,23.643379830827463,391.1108559585227,0.9495432054692335,1.2055578239755802,23.644569577382626,391.1472550991684,0.9495194327015716,1.2058429029728828,23.648063051475877,391.12523022187736,0.9493632568590564,1.20588525128101,-0.019803823417669005,-0.014772770546349664,-0.00367510511825789,0.005631157386221927,0.018954663441733743,0.016450588474621726,-0.027152442994229285,-0.0035118024772539734
40.0,32.064365967719525,388.62412546602366,0.9335559894449919,1.2106599644363887,32.062139992071096,388.7086223109761,0.9336444083121628,1.211102395567843,32.07376283214389,388.6239408269958,0.9332904394765016,1.2110136127874525,-0.029297667609333222,-0.03623784379033938,4.751097615274017e-05,0.02179008421357563,0.028453089976922457,0.0379269754289711,-0.02920267347365012,0.007331278480531615
50.0,40.75179420855143,386.67133003063526,0.9181767784177512,1.2185985994783615,40.74138622255942,386.81828602978396,0.918434560577847,1.2192135760933493,40.76832957665159,386.650097071301,0.9178122000619156,1.2189591732576595,-0.040559346610138325,-0.06608893317914823,0.005491517911181245,0.04349900847224064,0.039722544090294735,0.06780913523370775,-0.029580463989975922,0.020870496836247875
60.0,49.69470157039613,385.32573527095667,0.9035333733069281,1.22974444120076,49.669372713024416,385.5464412926858,0.9040169853283472,1.2305260794444137,49.721235221523216,385.27947456996077,0.903058906599292,1.2301056260465082,-0.05336482693737062,-0.10430655688205857,0.012007050478756115,0.0692917065003335,0.052539951067289495,0.10609260614715359,-0.0293621001400445,0.034180267856902924
70.0,58.874627295110415,384.6605465245848,0.8897600541407047,1.244472830469781,58.825651852681105,384.9604989637953,0.8905233408190538,1.2453775869306327,58.914258973684284,384.58896835496716,0.889169095543293,1.2448471369543461,-0.06727009600777915,-0.1504001281638076,0.01861160238781435,0.09660459331876563,0.06646189126159043,0.15230458217098955,-0.030068469730423143,0.04261165572380229
80.0,68.26471450649562,384.7462162930586,0.8769942455138348,1.2631502325903168,68.18163763089257,385.1220316838598,0.8780850317551134,1.2640788624523736,68.32049370698971,384.65340343629134,0.8762857112144717,1.2635725072217514,-0.08164343883887921,-0.20324220239488042,0.02412895763773245,0.12183130147347773,0.08085653917385431,0.20533491732370676,-0.0334191056723047,0.040073302301858585
90.0,77.82926019864314,385.64701875996934,0.8653716076212405,1.2861166175841978,77.70049778613314,386.0840185581663,0.8668275853283889,1.2869004168586362,77.90383547982132,385.54141200836506,0.8645505841405975,1.2866439961301759,-0.09572735503825179,-0.2610111459028898,0.027391804956608166,0.14073885006922732,0.09496534913098137,0.2633739690378946,-0.04098869209853336,0.019929423308355742
100.0,87.52393462518344,387.4172556005657,0.8550198589994558,1.313665376836699,87.33769051156749,387.88870692531475,0.8568648182354399,1.314062357998337,87.61920175773909,387.31080396717016,0.8540974925805204,1.3143726566113483,-0.10872860131624447,-0.32128944400790455,0.027484808661455716,0.14920909828107357,0.1079931069869565,0.32400582825252344,-0.05381120575596217,-0.023608115358336526
