P_bara,GERG_rho,GERG_w,GERG_Z,GERG_kappa,DETAIL_rho,DETAIL_w,DETAIL_Z,DETAIL_kappa,REFPROP_rho,REFPROP_w,REFPROP_Z,REFPROP_kappa,GERG_rho_rel_dev,DETAIL_rho_rel_dev,GERG_w_rel_dev,DETAIL_w_rel_dev,GERG_Z_rel_dev,DETAIL_Z_rel_dev,GERG_kappa_rel_dev,DETAIL_kappa_rel_dev
10.0,6.814570262102479,431.56648669589174,0.9854593355349267,1.2692112065465673,6.8149111412999,431.5414520955507,0.9854360790653441,1.2691274415547467,6.814827510598218,431.55884930451083,0.9854340903699875,1.2692141954641964,-0.003774835024642713,0.0012271873580363849,0.0017697218799287535,-0.004031248342643468,0.0025618319059473615,0.0002018090683129581,-0.00023549355497739767,-0.006835245757557829
20.0,13.829097922972174,429.2566902071322,0.9712104028552973,1.2740838226499593,13.829700640801608,429.2247314232686,0.9711937356688936,1.2739496354502533,13.829784553132404,429.25220812977096,0.9711739648776622,1.2741204744982269,-0.0049648651979485835,-0.0006067508172196984,0.0010441594187122483,-0.006401063519755828,0.0037519516536539703,0.0020357620721307905,-0.0028766391405761413,-0.01340839044603121
30.0,21.044399869023092,427.3302488478631,0.9573304904264759,1.280980627985412,21.044700992960554,427.2964330374192,0.9573420857594054,1.2807962276389635,21.045550067177643,427.33095117779885,0.9572897825191405,1.2810548518776526,-0.005465279600105354,-0.0040344596096545445,-0.00016435269521164456,-0.008077612979941641,0.004252412182674973,0.00546367894235762,-0.005793966755745396,-0.02018838134135989
40.0,28.458450993772153,425.84089196035353,0.9438998466806506,1.290167185987154,28.45746374770295,425.80602338747605,0.9439575323789537,1.2899111629060525,28.460101668621938,425.8449844060064,0.9438565507780773,1.2902668187891864,-0.005799961184272808,-0.009268838705159824,-0.0009610176948734514,-0.009149108233528517,0.004587127412280685,0.010698829265232574,-0.007721875861761571,-0.027564522155786707
50.0,36.06586693937775,424.8424471249498,0.9310024203404675,1.3019136344622917,36.062142316584115,424.805106142873,0.931123178332772,1.3015503558386115,36.068150713405444,424.8458468165772,0.9309547642594777,1.3020169124977865,-0.006331830111951702,-0.016658455458588295,-0.0008002176914007826,-0.009589519118397265,0.0051190544180517985,0.018090467953976275,-0.007932157754900845,-0.035833379328384714
60.0,43.857349986986215,424.3886886944024,0.9187260814126158,1.3164935518598164,43.84888724672879,424.3462133136378,0.9189276721856556,1.315976059281489,43.86053911826894,424.38635522728856,0.9186704245690672,1.316574803730561,-0.0072710717807747734,-0.026565728042526927,0.0005498449903223,-0.009458813450601688,0.0060584124687247925,0.028002165924638094,-0.0061714587362792376,-0.045477434884463555
70.0,51.81915225206559,424.53259056729485,0.9071621424539844,1.3341797214382167,51.80331705230435,424.4812616432134,0.9074634188456473,1.3334495099815755,51.82365855428055,424.5195886386892,0.9070942645491823,1.3342140162587284,-0.008695453660872578,-0.03925138159609437,0.003062739377316899,-0.009028322014236596,0.007483004518372828,0.04069635438037614,-0.0025704137487488742,-0.057300123356266906
80.0,59.93263432147895,425.32496254999245,0.8964040320905243,1.3552366107085183,59.90614102609827,425.2597539165973,0.8968241584896093,1.3542221864222201,59.93897667541243,425.297214332908,0.8963200536841349,1.3552031839137475,-0.010581351710126996,-0.05478179831459803,0.0065244295399268645,-0.008808055883814904,0.009369243279142436,0.05624160738146407,0.00246655226076677,-0.07238748426596037
90.0,68.1740162789906,426.8125361895584,0.8865450539790779,1.3799098169523571,68.1330142812976,426.72684379159386,0.8871020087092006,1.3785261875887045,68.18277185597002,426.767255072886,0.8864419631998351,1.3797942234776015,-0.01284133328857051,-0.07297675544420631,0.010610260307970394,-0.009469161659370229,0.011629726876943155,0.07446009290702936,0.008377587961218558,-0.09190036219321776
100.0,76.51442318113098,429.03566538848094,0.8776752935260547,1.4084132464472479,76.45469587089998,428.92138410932034,0.8783841512627627,1.406564209995859,76.52617903624406,428.97149979594064,0.8775511117253258,1.4082083270114272,-0.015361873885683086,-0.09341008037291557,0.014958008299109555,-0.011682754365765933,0.014150947912842092,0.0949277513647085,0.01455178412810366,-0.11675239977151203
