P_bara,GERG_rho,GERG_w,GERG_Z,GERG_kappa,DETAIL_rho,DETAIL_w,DETAIL_Z,DETAIL_kappa,REFPROP_rho,REFPROP_w,REFPROP_Z,REFPROP_kappa,GERG_rho_rel_dev,DETAIL_rho_rel_dev,GERG_w_rel_dev,DETAIL_w_rel_dev,GERG_Z_rel_dev,DETAIL_Z_rel_dev,GERG_kappa_rel_dev,DETAIL_kappa_rel_dev
10.0,7.723950115767492,402.4989374419821,0.979712469266704,1.251321586699452,7.7254324954907,402.4520990019197,0.9795494126179728,1.2512704709272944,7.7243399132091,402.509200323857,0.9796733704954536,1.2514485521933365,-0.0050463527756135,0.0141446685914392,-0.0025497260352541,-0.0141863395647625,0.0039910007179881,-0.0126529801884961,-0.0101454825020128,-0.0142300109525091
20.0,15.772168723141766,398.728025598544,0.959570034184118,1.2537615389475916,15.77713148623156,398.65496054097713,0.9592926153631534,1.253696444588842,15.773590301669298,398.74381363541886,0.95949368189502,1.2539738419063002,-0.009012396672822,0.0224500858367536,-0.0039594437167408,-0.0222832534081573,0.0079575603819685,-0.0209554826322011,-0.016930413666837,-0.0221214596499595
30.0,24.158877371463788,395.3641441285428,0.9396856638731602,1.258780640972259,24.16848101344949,395.2772277949072,0.9393361782604192,1.2587274152030767,24.162139529988615,395.3830570625719,0.9395687134701785,1.2590710644386245,-0.0135011161606,0.0262455377885929,-0.0047834457474297,-0.0267662626848395,0.0124472432196919,-0.0247491435618741,-0.0230664872355652,-0.0272938712717514
40.0,32.8943842335527,392.495134296118,0.9201874929998208,1.2668649598018933,32.90882164442024,392.4061056920872,0.9198072109592896,1.2668460832566233,32.90059811221409,392.5120392261381,0.9200234101296552,1.2672134273549958,-0.0188868258266848,0.0249950842173051,-0.0043068564351456,-0.0269886076003578,0.017834640766634,-0.0234993118637001,-0.0274987263850111,-0.0289883369638223
50.0,41.98326959365141,390.2169676453878,0.901222119388686,1.2785524620503244,42.0014666679044,390.13735977644575,0.9008545966991705,1.2785847872151488,41.99392310950155,390.225740927486,0.9010029972543746,1.278934409540056,-0.0253691845421651,0.0179634524337575,-0.0022482581690559,-0.0226487240001507,0.0243198008196455,-0.0164705950653311,-0.0298645096169464,-0.027337001983771
60.0,51.42211449665594,388.6335093291033,0.8829567178810037,1.294431786715602,51.44137025759825,388.5730262562764,0.8826486726869349,1.294513480969164,51.43907911915855,388.6287178121216,0.882674835616292,1.294826902720875,-0.0329800276231894,0.0044540813695255,0.0012329292103456,-0.0143302729038511,0.0319350063395537,-0.0029640506675168,-0.0305149672471906,-0.024205687343421
70.0,61.19690060375202,387.8544615321298,0.8655789943654799,1.3151308648977005,61.21262747737733,387.8178750715829,0.8653786355081913,1.315220672188202,61.22236704664538,387.8329023321709,0.8652280755989717,1.3155318807215115,-0.0415966322797646,-0.0159085147110184,0.0055588888485776,-0.0038746739891419,0.0405579495632105,0.0174011816612977,-0.0304831703197725,-0.0236564797759804
80.0,71.28039062592822,387.9911338878814,0.8492939136794058,1.341293089445407,71.28613284113494,387.97484450801153,0.8492471185151452,1.3412885093820737,71.31673225061644,387.9530761607499,0.8488700902372841,1.3417136809973067,-0.0509580620723202,-0.0429063538328788,0.0098098789441567,0.00561107736973,0.0499279509310065,0.0444153095034522,-0.0313473401856605,-0.0316886994039592
90.0,81.63000867071696,389.1500392528767,0.8343163656692596,1.3735405660652753,81.61785967042555,389.1398781337454,0.8344617960286729,1.3732644243379897,81.67957421306878,389.099912976638,0.8338188796255765,1.37402053396623,-0.0606829098086604,-0.0755568858405677,0.0128826233486486,0.0102711811991119,0.0596635619364295,0.0771050426904493,-0.0349316395999823,-0.055028990437145
100.0,92.18689848670265,391.4248298953428,0.8208596193853888,1.4124267918318594,92.14829352469071,391.3965255706324,0.8212244170479475,1.4116311370011412,92.25174454306335,391.3710377232157,0.8202912752607825,1.413031863970846,-0.0702924987293343,-0.1121399046544285,0.0137445459531248,0.0065124510911586,0.0692856478847203,0.1137573707422782,-0.0428208417951863,-0.0991291849405615
110.0,102.87682797117448,394.88762975633136,0.8091205209772686,1.4583841591632978,102.803513538385,394.8102770480103,0.809718156800875,1.4567739630207432,102.95842346048954,394.8412055904082,0.8084878196083781,1.4591977028323524,-0.0792509117492223,-0.1504587161476863,0.0117576801169315,-0.0078331597513189,0.078257377977192,0.1521775792606051,-0.0557528063178485,-0.1661008516463936
120.0,113.61333441531691,399.5811740125683,0.7992636018672712,1.5116738385316535,113.49823914568888,399.4222857165238,0.8000944776030199,1.508941708387916,113.71230402733634,399.5532495600005,0.798576391431514,1.5127792101888853,-0.0870350951605367,-0.1882512921345771,0.0069889188984437,-0.0327775693529888,0.0860544392660124,0.19009905474222,-0.0730689349633364,-0.25367229897945
